column,rank,value,count
albumId,37,79dL7FLiJFOO0EoehUHQBv,129
albumId,38,18NOKLkZETa4sWwLMIm0UZ,128
albumId,39,0hvT3yIEysuuvkK73vgdcW,126
albumId,40,7dAm8ShwJLFm9SaJ6Yc58O,126
albumId,41,2Ti79nwTsont5ZHfdxIzAm,124
albumId,42,2Qt8Z1LB3Fsrf6nhBNsvUJ,124
albumId,43,733e1ZfktLSwj96X5rsMeE,122
albumId,44,1kCHru7uhxBUdzkm4gzRQc,120
albumId,45,5VdyJkLe3yvOs0l4xXbWp0,119
albumId,46,79ONNoS4M9tfIA1mYLBYVX,119
albumId,47,40GMAhriYJRO1rsY4YdrZb,117
albumId,48,2nkto6YNI4rUYTLqEwWJ3o,117
albumId,49,7txGsnDSqVMoRl6RQ9XyZP,117
albumId,50,4rJgzzfFHAVFhCSt2P4I3j,116
albumArt,1,https://i.scdn.co/image/ab67616d0000b2736c26e4a2e4df94a55591c48f,355
albumArt,2,https://i.scdn.co/image/ab67616d0000b27308afb5dc296054856909f8fd,312
albumArt,3,https://i.scdn.co/image/ab67616d0000b273e74be6461b20fe763afb2494,272
albumArt,4,https://i.scdn.co/image/ab67616d0000b2731c577e6ad6c142b072c37ee7,226
albumArt,5,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,220
albumArt,6,https://i.scdn.co/image/ab67616d0000b273c8b444df094279e70d0ed856,212
albumArt,7,https://i.scdn.co/image/ab67616d0000b2737e2223b49e3ebb0e70ca8031,201
albumArt,8,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,196
albumArt,9,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,195
albumArt,10,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,194
albumArt,11,https://i.scdn.co/image/ab67616d0000b27330a635de2bb0caa4e26f6abb,184
albumArt,12,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,175
albumArt,13,https://i.scdn.co/image/ab67616d0000b27317f77fab7e8f18d5f9fee4a1,164
albumArt,14,https://i.scdn.co/image/ab67616d0000b273daec894c14c0ca42d76eeb32,162
albumArt,15,https://i.scdn.co/image/ab67616d0000b273077cac00c2d9075e6f742570,160
albumArt,16,https://i.scdn.co/image/ab67616d0000b2736b219c8d8462bfe254a20469,160
albumArt,17,https://i.scdn.co/image/ab67616d0000b273d58e537cea05c2156792c53d,159
albumArt,18,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5,148
albumArt,19,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,147
albumArt,20,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,145
albumArt,21,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,145
albumArt,22,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,144
albumArt,23,https://i.scdn.co/image/ab67616d0000b273cab7ae4868e9f9ce6bdfdf43,139
albumArt,24,https://i.scdn.co/image/ab67616d0000b273084a94988541c2402615d014,138
albumArt,25,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,137
albumArt,26,https://i.scdn.co/image/ab67616d0000b2732df0d98a423025032d0db1f7,137
albumArt,27,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb,136
albumArt,28,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,136
albumArt,29,https://i.scdn.co/image/ab67616d0000b27325b055377757b3cdd6f26b78,135
albumArt,30,https://i.scdn.co/image/ab67616d0000b273e773763694ac5eb7f2aa0a37,134
albumArt,31,https://i.scdn.co/image/ab67616d0000b273428d2255141c2119409a31b2,134
albumArt,32,https://i.scdn.co/image/ab67616d0000b27307bc7d2a745636c356b4d0aa,134
albumArt,33,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,134
albumArt,34,https://i.scdn.co/image/ab67616d0000b273e175a19e530c898d167d39bf,134
albumArt,35,https://i.scdn.co/image/ab67616d0000b273c7ea04a9b455e3f68ef82550,131
albumArt,36,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,129
albumArt,37,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,129
albumArt,38,https://i.scdn.co/image/ab67616d0000b27304481c826dd292e5e4983b3f,128
albumArt,39,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,126
albumArt,40,https://i.scdn.co/image/ab67616d0000b273a1e867d40e7bb29ced5c0194,126
albumArt,41,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,124
albumArt,42,https://i.scdn.co/image/ab67616d0000b2738ebe185fc4824bc6e568b511,124
albumArt,43,https://i.scdn.co/image/ab67616d0000b273f23aee9d3be9fcbca1bc6352,122
albumArt,44,https://i.scdn.co/image/ab67616d0000b273d72fb5571087bca0a2fed008,120
albumArt,45,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,119
albumArt,46,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,119
albumArt,47,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,117
albumArt,48,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3,117
albumArt,49,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89,117
albumArt,50,https://i.scdn.co/image/ab67616d0000b273e31a279d267f3b3d8912e6f1,116
contentRating,1,NONE,119215
contentRating,2,EXPLICIT,52855
addedAt,1,1970-01-01T00:00:00+00:00,2614
addedAt,2,2023-02-17T23:51:33+00:00,1000
addedAt,3,2026-01-05T02:14:09+00:00,1000
addedAt,4,2021-11-14T21:19:48+00:00,999
addedAt,5,2023-06-18T20:04:29+00:00,960
addedAt,6,2025-07-13T20:57:22+00:00,918
addedAt,7,2025-08-16T18:47:14+00:00,738
addedAt,8,2025-05-25T18:48:00+00:00,704
addedAt,9,2024-02-22T02:14:12.679000+00:00,545
addedAt,10,2026-03-04T21:03:02+00:00,440
addedAt,11,2025-09-11T14:20:03+00:00,424
addedAt,12,2023-01-02T20:49:55+00:00,290
addedAt,13,2026-03-13T22:27:15+00:00,283
addedAt,14,2025-09-26T09:41:02+00:00,281
addedAt,15,2023-01-02T20:50:48+00:00,261
addedAt,16,2025-05-22T18:16:19+00:00,241
addedAt,17,2025-10-22T13:41:54+00:00,238
addedAt,18,2024-12-06T20:29:32+00:00,212
addedAt,19,2023-01-02T20:47:45+00:00,190
addedAt,20,2025-09-26T14:36:39+00:00,187
addedAt,21,2020-08-12T23:08:05+00:00,181
addedAt,22,2025-09-26T14:36:51+00:00,163
addedAt,23,2024-09-06T18:17:39+00:00,147
addedAt,24,2024-03-27T07:10:39.399000+00:00,144
addedAt,25,2025-02-16T16:02:23+00:00,138
addedAt,26,2025-11-25T16:35:57+00:00,122
addedAt,27,2024-03-27T06:59:35.549000+00:00,113
addedAt,28,2024-12-06T20:29:14+00:00,106
addedAt,29,2023-01-02T20:46:15+00:00,104
addedAt,30,2022-08-16T22:51:43+00:00,103
addedAt,31,2026-03-06T18:07:43.908000+00:00,100
addedAt,32,2026-03-06T18:07:40.693000+00:00,100
addedAt,33,2020-08-12T23:08:17+00:00,100
addedAt,34,2026-03-06T15:24:26.821000+00:00,100
addedAt,35,2025-12-28T05:28:42.033000+00:00,100
addedAt,36,2025-12-28T05:28:43.159000+00:00,100
addedAt,37,2025-12-28T05:28:43.724000+00:00,100
addedAt,38,2025-12-28T05:28:45.033000+00:00,100
addedAt,39,2025-12-28T05:28:47.743000+00:00,100
addedAt,40,2025-12-28T05:28:49.001000+00:00,100
addedAt,41,2019-08-12T04:49:59+00:00,99
addedAt,42,2025-12-28T05:28:41.392000+00:00,99
addedAt,43,2025-12-28T05:28:47.082000+00:00,99
addedAt,44,2025-12-28T05:28:49.706000+00:00,99
addedAt,45,2023-09-13T02:54:34+00:00,99
addedAt,46,2025-11-26T19:24:26+00:00,98
addedAt,47,2025-12-28T05:28:50.636000+00:00,98
addedAt,48,2020-12-15T12:02:53+00:00,95
addedAt,49,2025-12-27T19:29:13+00:00,93
addedAt,50,2024-10-07T02:39:08+00:00,91
trackNumber,1,1,49067
trackNumber,2,2,18306
trackNumber,3,3,16018
trackNumber,4,4,13434
trackNumber,5,5,11355
trackNumber,6,6,10214
trackNumber,7,7,8810
trackNumber,8,8,7411
trackNumber,9,9,6755
trackNumber,10,10,6413
trackNumber,11,11,5265
trackNumber,12,12,4474
trackNumber,13,13,3409
trackNumber,14,14,2424
trackNumber,15,15,1849
trackNumber,16,16,1481
trackNumber,17,17,1060
trackNumber,18,18,910
trackNumber,19,19,565
trackNumber,20,20,549
trackNumber,21,21,337
trackNumber,22,22,291
trackNumber,23,23,260
trackNumber,24,24,189
trackNumber,25,25,151
trackNumber,26,26,130
trackNumber,27,29,78
trackNumber,28,30,77
trackNumber,29,27,73
trackNumber,30,28,71
trackNumber,31,33,45
trackNumber,32,32,41
trackNumber,33,31,39
trackNumber,34,34,37
trackNumber,35,35,28
trackNumber,36,36,25
trackNumber,37,37,24
trackNumber,38,39,22
trackNumber,39,38,21
trackNumber,40,41,15
trackNumber,41,48,15
trackNumber,42,42,15
trackNumber,43,40,13
trackNumber,44,43,13
trackNumber,45,44,12
trackNumber,46,46,10
trackNumber,47,45,10
trackNumber,48,57,7
trackNumber,49,68,7
trackNumber,50,49,7
